2.000000000000000000e+00	3.600810000000000000e+06	1.945500000000000000e+06	1.188600000000000000e+06	8.417000000000000000e+05	6.970260000000000000e+05
4.000000000000000000e+00	3.600780000000000000e+06	1.946820000000000000e+06	1.188760000000000000e+06	8.414100000000000000e+05	6.970020000000000000e+05
6.000000000000000000e+00	3.600740000000000000e+06	1.947180000000000000e+06	1.187650000000000000e+06	8.424700000000000000e+05	6.970030000000000000e+05
8.000000000000000000e+00	3.600740000000000000e+06	1.946390000000000000e+06	1.188040000000000000e+06	8.418800000000000000e+05	6.969740000000000000e+05
1.000000000000000000e+01	3.600700000000000000e+06	1.946070000000000000e+06	1.187850000000000000e+06	8.421500000000000000e+05	6.969820000000000000e+05
1.200000000000000000e+01	3.600650000000000000e+06	1.945810000000000000e+06	1.187680000000000000e+06	8.426300000000000000e+05	6.969780000000000000e+05
1.400000000000000000e+01	3.600680000000000000e+06	1.945570000000000000e+06	1.186790000000000000e+06	8.428100000000000000e+05	6.969770000000000000e+05
1.600000000000000000e+01	3.600650000000000000e+06	1.947570000000000000e+06	1.186850000000000000e+06	8.419400000000000000e+05	6.969080000000000000e+05
1.800000000000000000e+01	3.600660000000000000e+06	1.945330000000000000e+06	1.187890000000000000e+06	8.417100000000000000e+05	6.968960000000000000e+05
2.000000000000000000e+01	3.600600000000000000e+06	1.946720000000000000e+06	1.190100000000000000e+06	8.413000000000000000e+05	6.969110000000000000e+05
2.200000000000000000e+01	3.600580000000000000e+06	1.945190000000000000e+06	1.187690000000000000e+06	8.422300000000000000e+05	6.968740000000000000e+05
2.400000000000000000e+01	3.600600000000000000e+06	1.945920000000000000e+06	1.187730000000000000e+06	8.418300000000000000e+05	6.968630000000000000e+05
2.600000000000000000e+01	3.600510000000000000e+06	1.945300000000000000e+06	1.188610000000000000e+06	8.415400000000000000e+05	6.968510000000000000e+05
2.800000000000000000e+01	3.600520000000000000e+06	1.945920000000000000e+06	1.186910000000000000e+06	8.429100000000000000e+05	6.968770000000000000e+05
3.000000000000000000e+01	3.600490000000000000e+06	1.944910000000000000e+06	1.186910000000000000e+06	8.423200000000000000e+05	6.967940000000000000e+05
3.200000000000000000e+01	3.600480000000000000e+06	1.945720000000000000e+06	1.188000000000000000e+06	8.427800000000000000e+05	6.968170000000000000e+05
3.400000000000000000e+01	3.600440000000000000e+06	1.944960000000000000e+06	1.186580000000000000e+06	8.422200000000000000e+05	6.968250000000000000e+05
3.600000000000000000e+01	3.600430000000000000e+06	1.944980000000000000e+06	1.187020000000000000e+06	8.426900000000000000e+05	6.967800000000000000e+05
3.800000000000000000e+01	3.600490000000000000e+06	1.945060000000000000e+06	1.187220000000000000e+06	8.424000000000000000e+05	6.968190000000000000e+05
4.000000000000000000e+01	3.600430000000000000e+06	1.946100000000000000e+06	1.188050000000000000e+06	8.425400000000000000e+05	6.968020000000000000e+05
4.200000000000000000e+01	3.600340000000000000e+06	1.945700000000000000e+06	1.187690000000000000e+06	8.430200000000000000e+05	6.968200000000000000e+05
4.400000000000000000e+01	3.600420000000000000e+06	1.945360000000000000e+06	1.186890000000000000e+06	8.422800000000000000e+05	6.967330000000000000e+05
4.600000000000000000e+01	3.600410000000000000e+06	1.946160000000000000e+06	1.187550000000000000e+06	8.420500000000000000e+05	6.967460000000000000e+05
4.800000000000000000e+01	3.600360000000000000e+06	1.945050000000000000e+06	1.187820000000000000e+06	8.419900000000000000e+05	6.967770000000000000e+05
5.000000000000000000e+01	3.600360000000000000e+06	1.945040000000000000e+06	1.188380000000000000e+06	8.425300000000000000e+05	6.967070000000000000e+05
5.200000000000000000e+01	3.600280000000000000e+06	1.944800000000000000e+06	1.188910000000000000e+06	8.432700000000000000e+05	6.966740000000000000e+05
5.400000000000000000e+01	3.600290000000000000e+06	1.945030000000000000e+06	1.187810000000000000e+06	8.425700000000000000e+05	6.966210000000000000e+05
5.600000000000000000e+01	3.600240000000000000e+06	1.944660000000000000e+06	1.187640000000000000e+06	8.429200000000000000e+05	6.966080000000000000e+05
5.800000000000000000e+01	3.600300000000000000e+06	1.943520000000000000e+06	1.187380000000000000e+06	8.435900000000000000e+05	6.965880000000000000e+05
6.000000000000000000e+01	3.600240000000000000e+06	1.944720000000000000e+06	1.187480000000000000e+06	8.433300000000000000e+05	6.966260000000000000e+05
6.200000000000000000e+01	3.600200000000000000e+06	1.944070000000000000e+06	1.187430000000000000e+06	8.436200000000000000e+05	6.966370000000000000e+05
6.400000000000000000e+01	3.600170000000000000e+06	1.943610000000000000e+06	1.188010000000000000e+06	8.427400000000000000e+05	6.965930000000000000e+05
6.600000000000000000e+01	3.600090000000000000e+06	1.944080000000000000e+06	1.188900000000000000e+06	8.428100000000000000e+05	6.965770000000000000e+05
6.800000000000000000e+01	3.600090000000000000e+06	1.944030000000000000e+06	1.190020000000000000e+06	8.425700000000000000e+05	6.965460000000000000e+05
7.000000000000000000e+01	3.600100000000000000e+06	1.944650000000000000e+06	1.190590000000000000e+06	8.427200000000000000e+05	6.965530000000000000e+05
7.200000000000000000e+01	3.599990000000000000e+06	1.944520000000000000e+06	1.189270000000000000e+06	8.443600000000000000e+05	6.965280000000000000e+05
7.400000000000000000e+01	3.599950000000000000e+06	1.944180000000000000e+06	1.189190000000000000e+06	8.426600000000000000e+05	6.965720000000000000e+05
7.600000000000000000e+01	3.600020000000000000e+06	1.945240000000000000e+06	1.188870000000000000e+06	8.428100000000000000e+05	6.965390000000000000e+05
7.800000000000000000e+01	3.600000000000000000e+06	1.944590000000000000e+06	1.189050000000000000e+06	8.429300000000000000e+05	6.964830000000000000e+05
8.000000000000000000e+01	3.599900000000000000e+06	1.944190000000000000e+06	1.190000000000000000e+06	8.425700000000000000e+05	6.964880000000000000e+05
8.200000000000000000e+01	3.599940000000000000e+06	1.943480000000000000e+06	1.189410000000000000e+06	8.436800000000000000e+05	6.964600000000000000e+05
8.400000000000000000e+01	3.599850000000000000e+06	1.944650000000000000e+06	1.189150000000000000e+06	8.441300000000000000e+05	6.964270000000000000e+05
