2.000000000000000000e+00	1.042800000000000000e+07	1.144870000000000000e+07	9.756960000000000000e+06	5.497960000000000000e+06	2.317120000000000000e+06
4.000000000000000000e+00	1.040970000000000000e+07	1.141130000000000000e+07	9.729730000000000000e+06	5.488440000000000000e+06	2.314710000000000000e+06
6.000000000000000000e+00	1.039050000000000000e+07	1.138040000000000000e+07	9.696730000000000000e+06	5.470630000000000000e+06	2.311550000000000000e+06
8.000000000000000000e+00	1.036640000000000000e+07	1.130830000000000000e+07	9.659200000000000000e+06	5.450340000000000000e+06	2.308580000000000000e+06
1.000000000000000000e+01	1.034430000000000000e+07	1.126150000000000000e+07	9.609520000000000000e+06	5.426220000000000000e+06	2.305260000000000000e+06
1.200000000000000000e+01	1.031360000000000000e+07	1.120900000000000000e+07	9.572960000000000000e+06	5.398280000000000000e+06	2.301120000000000000e+06
1.400000000000000000e+01	1.028720000000000000e+07	1.121110000000000000e+07	9.516880000000000000e+06	5.373490000000000000e+06	2.297770000000000000e+06
1.600000000000000000e+01	1.025860000000000000e+07	1.113140000000000000e+07	9.463990000000000000e+06	5.344540000000000000e+06	2.294070000000000000e+06
1.800000000000000000e+01	1.023220000000000000e+07	1.107850000000000000e+07	9.415500000000000000e+06	5.319160000000000000e+06	2.290460000000000000e+06
2.000000000000000000e+01	1.020460000000000000e+07	1.101960000000000000e+07	9.366050000000000000e+06	5.287860000000000000e+06	2.287020000000000000e+06
2.200000000000000000e+01	1.017820000000000000e+07	1.097760000000000000e+07	9.311210000000000000e+06	5.259760000000000000e+06	2.283220000000000000e+06
2.400000000000000000e+01	1.014880000000000000e+07	1.093800000000000000e+07	9.251480000000000000e+06	5.230410000000000000e+06	2.279110000000000000e+06
2.600000000000000000e+01	1.012310000000000000e+07	1.088010000000000000e+07	9.212090000000000000e+06	5.203950000000000000e+06	2.275980000000000000e+06
2.800000000000000000e+01	1.009600000000000000e+07	1.082900000000000000e+07	9.161380000000000000e+06	5.174860000000000000e+06	2.271840000000000000e+06
3.000000000000000000e+01	1.006570000000000000e+07	1.082530000000000000e+07	9.108920000000000000e+06	5.148140000000000000e+06	2.267890000000000000e+06
3.200000000000000000e+01	1.004050000000000000e+07	1.076660000000000000e+07	9.026260000000000000e+06	5.122010000000000000e+06	2.264280000000000000e+06
3.400000000000000000e+01	1.001260000000000000e+07	1.068520000000000000e+07	8.997540000000000000e+06	5.088180000000000000e+06	2.260650000000000000e+06
3.600000000000000000e+01	9.988070000000000000e+06	1.069000000000000000e+07	8.953020000000000000e+06	5.061520000000000000e+06	2.257040000000000000e+06
3.800000000000000000e+01	9.961670000000000000e+06	1.060910000000000000e+07	8.874530000000000000e+06	5.034820000000000000e+06	2.253850000000000000e+06
4.000000000000000000e+01	9.932220000000000000e+06	1.054290000000000000e+07	8.854240000000000000e+06	5.009440000000000000e+06	2.250210000000000000e+06
4.200000000000000000e+01	9.908500000000000000e+06	1.051070000000000000e+07	8.809050000000000000e+06	4.985230000000000000e+06	2.246230000000000000e+06
4.400000000000000000e+01	9.882860000000000000e+06	1.045230000000000000e+07	8.757050000000000000e+06	4.960450000000000000e+06	2.242180000000000000e+06
4.600000000000000000e+01	9.856850000000000000e+06	1.041640000000000000e+07	8.680170000000000000e+06	4.936100000000000000e+06	2.238640000000000000e+06
4.800000000000000000e+01	9.827770000000000000e+06	1.037540000000000000e+07	8.631770000000000000e+06	4.908170000000000000e+06	2.235070000000000000e+06
5.000000000000000000e+01	9.801760000000000000e+06	1.032430000000000000e+07	8.624450000000000000e+06	4.885110000000000000e+06	2.231560000000000000e+06
5.200000000000000000e+01	9.776120000000000000e+06	1.028060000000000000e+07	8.547990000000000000e+06	4.861790000000000000e+06	2.228020000000000000e+06
5.400000000000000000e+01	9.756610000000000000e+06	1.023100000000000000e+07	8.500180000000000000e+06	4.837510000000000000e+06	2.224760000000000000e+06
5.600000000000000000e+01	9.730980000000000000e+06	1.016670000000000000e+07	8.461720000000000000e+06	4.815460000000000000e+06	2.221090000000000000e+06
5.800000000000000000e+01	9.706490000000000000e+06	1.013310000000000000e+07	8.410800000000000000e+06	4.790410000000000000e+06	2.217830000000000000e+06
6.000000000000000000e+01	9.682390000000000000e+06	1.008650000000000000e+07	8.404290000000000000e+06	4.768660000000000000e+06	2.214670000000000000e+06
6.200000000000000000e+01	9.660200000000000000e+06	1.008660000000000000e+07	8.327510000000000000e+06	4.744940000000000000e+06	2.211230000000000000e+06
6.400000000000000000e+01	9.635720000000000000e+06	1.001210000000000000e+07	8.316070000000000000e+06	4.723360000000000000e+06	2.207620000000000000e+06
6.600000000000000000e+01	9.613150000000000000e+06	9.972600000000000000e+06	8.282790000000000000e+06	4.701340000000000000e+06	2.204680000000000000e+06
6.800000000000000000e+01	9.592560000000000000e+06	9.935200000000000000e+06	8.237030000000000000e+06	4.677640000000000000e+06	2.201420000000000000e+06
7.000000000000000000e+01	9.569490000000000000e+06	9.898340000000000000e+06	8.190210000000000000e+06	4.656570000000000000e+06	2.197850000000000000e+06
7.200000000000000000e+01	9.541340000000000000e+06	9.843910000000000000e+06	8.155100000000000000e+06	4.635000000000000000e+06	2.194530000000000000e+06
7.400000000000000000e+01	9.518040000000000000e+06	9.794590000000000000e+06	8.085620000000000000e+06	4.612780000000000000e+06	2.191280000000000000e+06
7.600000000000000000e+01	9.491490000000000000e+06	9.762370000000000000e+06	8.042600000000000000e+06	4.593970000000000000e+06	2.187070000000000000e+06
7.800000000000000000e+01	9.469790000000000000e+06	9.722050000000000000e+06	8.031330000000000000e+06	4.572640000000000000e+06	2.183240000000000000e+06
8.000000000000000000e+01	9.449060000000000000e+06	9.702480000000000000e+06	7.964380000000000000e+06	4.551060000000000000e+06	2.180520000000000000e+06
8.200000000000000000e+01	9.424500000000000000e+06	9.631130000000000000e+06	7.958390000000000000e+06	4.531420000000000000e+06	2.177330000000000000e+06
8.400000000000000000e+01	9.406130000000000000e+06	9.601100000000000000e+06	7.917540000000000000e+06	4.509210000000000000e+06	2.174040000000000000e+06
8.600000000000000000e+01	9.380310000000000000e+06	9.551040000000000000e+06	7.845710000000000000e+06	4.490800000000000000e+06	2.171230000000000000e+06
8.800000000000000000e+01	9.357430000000000000e+06	9.527930000000000000e+06	7.839540000000000000e+06	4.470240000000000000e+06	2.167910000000000000e+06
9.000000000000000000e+01	9.334510000000000000e+06	9.483510000000000000e+06	7.807030000000000000e+06	4.452470000000000000e+06	2.164560000000000000e+06
9.200000000000000000e+01	9.313820000000000000e+06	9.445110000000000000e+06	7.769860000000000000e+06	4.433490000000000000e+06	2.161650000000000000e+06
9.400000000000000000e+01	9.294760000000000000e+06	9.400420000000000000e+06	7.706960000000000000e+06	4.415230000000000000e+06	2.158360000000000000e+06
9.600000000000000000e+01	9.273570000000000000e+06	9.346000000000000000e+06	7.668080000000000000e+06	4.395510000000000000e+06	2.155640000000000000e+06
9.800000000000000000e+01	9.252180000000000000e+06	9.308500000000000000e+06	7.660750000000000000e+06	4.375120000000000000e+06	2.151850000000000000e+06
1.000000000000000000e+02	9.231520000000000000e+06	9.276100000000000000e+06	7.596700000000000000e+06	4.356780000000000000e+06	2.148560000000000000e+06
1.020000000000000000e+02	9.209180000000000000e+06	9.271550000000000000e+06	7.601240000000000000e+06	4.338950000000000000e+06	2.145680000000000000e+06
1.040000000000000000e+02	9.189210000000000000e+06	9.209030000000000000e+06	7.560790000000000000e+06	4.323180000000000000e+06	2.142520000000000000e+06
1.060000000000000000e+02	9.166480000000000000e+06	9.161790000000000000e+06	7.521150000000000000e+06	4.302940000000000000e+06	2.138950000000000000e+06
1.080000000000000000e+02	9.145140000000000000e+06	9.132760000000000000e+06	7.467320000000000000e+06	4.285840000000000000e+06	2.135660000000000000e+06
1.100000000000000000e+02	9.124590000000000000e+06	9.097810000000000000e+06	7.433580000000000000e+06	4.269540000000000000e+06	2.132910000000000000e+06
1.120000000000000000e+02	9.105730000000000000e+06	9.032290000000000000e+06	7.422660000000000000e+06	4.252370000000000000e+06	2.129680000000000000e+06
